CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
85182;2411;5436;21010;52;9;;;;;;;;25;68.6;60.2;2.6;5.8;30.1;11;4.9;2.1;1.8;1;-14.6;13620;32230;2.4
85184;151;329;19670;;;;;;;;;;;;;;;;;;;;;;;;
85185;272;610;20980;;;;;;;;;;;;;;;;;;;;;;;;
85186;407;989;20980;;;;;;;;;;;;;;;;;;;;;;;;
85187;370;878;20490;;;;;;;;;;;;;;;;;;;;;;;;
85188;439;1074;21300;;;;;;;;;;;;;;;;;;;;;;;;
85189;894;2093;21370;56;;;;;;;;;;70;61.3;3.3;5.4;31.8;8;4;1.9;1.4;0.7;-13.8;14280;32890;2.3
85190;1318;3304;21180;50;7;;;;;;;;;79.1;71.9;2.6;4.6;22.8;7.2;4.7;2.9;1.2;0.6;-13.8;14400;31730;2.2
85191;25038;50649;21320;54;14;24;20;18;13;8;5;5;29;68;60.4;3;4.6;32.3;8.7;7.2;2.1;3.4;1.7;-16.2;11720;35500;3
85192;391;986;21200;;;;;;;;;;;;;;;;;;;;;;;;
85193;255;647;20660;;;;;;;;;;;;;;;;;;;;;;;;
85194;24872;47429;23350;60;9;15;13;13;11;6;5;5;19;50.2;41.9;2.5;5.8;50.1;14.2;3.3;1;1.5;0.8;-17.8;13580;40450;3
85196;725;1872;21420;;;;;;;;;;;;;;;;;;;;;;;;
85197;1397;3711;21580;54;;;;;;;;;;83.5;75.4;2.9;5.2;17.7;6.7;5.3;3.5;1.2;0.6;-13.2;14920;31470;2.1
85198;539;1384;21680;;;;;;;;;;;;;;;;;;;;;;;;
85199;211;555;19680;;;;;;;;;;;;;;;;;;;;;;;;
85200;459;1137;20810;;;;;;;;;;;;;;;;;;;;;;;;
85201;249;522;21680;;;;;;;;;;;;;;;;;;;;;;;;
85202;640;1624;20390;;;;;;;;;;;;;;;;;;;;;;;;
85204;1129;2680;20730;47;10;;;;;;;;;73.4;64.5;3.5;5.4;26.1;7.2;6.1;2.7;2.3;1.1;-12.8;13140;29360;2.2
85205;219;528;19540;;;;;;;;;;;;;;;;;;;;;;;;
85206;194;400;18530;;;;;;;;;;;;;;;;;;;;;;;;
85207;207;433;20350;;;;;;;;;;;;;;;;;;;;;;;;
85208;942;2296;22030;52;;;;;;;;;;82.4;71;2.9;8.5;20.1;6.7;4.8;2.5;1.5;0.8;-14;14350;32730;2.3
85209;229;617;19670;;;;;;;;;;;;;;;;;;;;;;;;
85210;824;2068;20130;45;11;;;;;;;;;77.4;69;3.7;4.7;22.7;5.7;6.4;3.3;2.1;1;-12.2;12710;29370;2.3
85211;977;2502;21210;55;;;;;;;;;;79.4;70.8;3;5.6;22.8;7.5;4.8;2.8;1.4;0.6;-14.5;13880;31400;2.3
85213;1726;4279;21860;54;8;;;;;;;6;;72.3;63.7;2.8;5.8;29.9;7.1;4.7;2.5;1.5;0.7;-14;13780;31550;2.3
85214;984;2502;22540;60;;;;;;;;;;79.7;69.8;3.1;6.8;25;7.2;3.8;1.9;1.4;0.5;-15.7;14620;35860;2.5
85215;1537;3654;20830;51;7;;;;;;;;;75.6;69.3;2;4.3;25.3;7.4;5;2.6;1.7;0.7;-13.3;13970;31450;2.3
85216;811;1955;21510;;;;;;;;;;;;;;;;;;;;;;;;
85218;702;1743;21410;;;;;;;;;;;;;;;;;;;;;;;;
85220;649;1558;20840;;;;;;;;;;;;;;;;;;;;;;;;
85221;1218;2752;20730;48;11;;;;;;;9;;65;54.7;2.7;7.6;34.8;9.8;4.2;2;1.5;0.7;-13.8;12850;33040;2.6
85222;4918;8815;23180;60;8;;;;;;;5;15;43.8;37.2;2.3;4.3;55.3;14.2;3.3;0.9;1.6;0.8;-16.6;13790;39430;2.9
85223;1179;2839;20170;48;12;;;;;;;;;70.3;58.6;3.1;8.6;29.4;7.4;6.4;3.1;2.1;1.2;-13.5;12460;31030;2.5
85226;6529;12820;22830;61;9;;;13;11;;;5;18;46.1;39.1;3.1;3.9;54.7;12.1;3.1;1.1;1.3;0.7;-16;13730;36790;2.7
85227;796;1875;19770;;;;;;;;;;;;;;;;;;;;;;;;
85229;260;588;19250;;;;;;;;;;;;;;;;;;;;;;;;
85231;387;809;21530;;;;;;;;;;;;;;;;;;;;;;;;
85232;412;1043;19870;;;;;;;;;;;;;;;;;;;;;;;;
85233;251;629;20800;;;;;;;;;;;;;;;;;;;;;;;;
85234;4976;9849;21750;57;11;;;16;12;7;;8;20;51;42;3.1;5.9;48;13.5;3.9;1.3;1.8;0.8;-16.4;12710;37460;2.9
85235;199;448;19810;;;;;;;;;;;;;;;;;;;;;;;;
85236;824;1926;20640;;;;;;;;;;;;;;;;;;;;;;;;
85237;162;362;18590;;;;;;;;;;;;;;;;;;;;;;;;
85238;1380;3365;22180;56;;;;;;;;;;73.3;66.3;2.4;4.6;27.3;9.5;4.4;2.4;1.3;0.7;-14.5;14800;34810;2.4
85239;467;1144;21110;;;;;;;;;;;;;;;;;;;;;;;;
85240;607;1657;22440;;;;;;;;;;;;;;;;;;;;;;;;
85242;420;1033;20960;;;;;;;;;;;;;;;;;;;;;;;;
85243;1443;2995;21800;57;9;;;;;;;;;49.7;42.6;2.9;4.2;52.2;8.3;3.7;1.4;1.6;0.7;-13.9;13430;33220;2.5
85244;341;832;20900;;;;;;;;;;;;;;;;;;;;;;;;
85245;77;153;18630;;;;;;;;;;;;;;;;;;;;;;;;
85246;1001;2469;21550;52;;;;;;;;;;76;66.1;2.5;7.4;25.4;7.3;4.8;2.6;1.5;0.7;-13.5;14180;31880;2.2
85247;408;1115;21280;;;;;;;;;;;;;;;;;;;;;;;;
85248;185;421;20700;;;;;;;;;;;;;;;;;;;;;;;;
85250;963;2377;22130;58;;;;;;;;;;72.8;63.8;2.5;6.5;30.5;6.8;4;2.2;1.2;0.6;-14.1;13900;34040;2.4
85251;285;638;19860;;;;;;;;;;;;;;;;;;;;;;;;
85252;238;589;20000;;;;;;;;;;;;;;;;;;;;;;;;
85254;765;1809;21070;;;;;;;;;;;;;;;;;;;;;;;;
85255;1200;2426;20800;50;10;;;;;;;;;43;34.1;2.4;6.5;56.7;9.4;4.2;1.6;1.9;0.7;-13.3;13110;32040;2.4
85256;527;1291;20430;;;;;;;;;;;;;;;;;;;;;;;;
85259;544;1371;22480;;;;;;;;;;;;;;;;;;;;;;;;
85260;339;842;19770;;;;;;;;;;;;;;;;;;;;;;;;
85261;111;277;20050;;;;;;;;;;;;;;;;;;;;;;;;
85262;1332;3397;21140;49;7;;;;;;;;;81.1;72.5;2.6;6;20.3;5.5;5.6;3.5;1.4;0.7;-12.5;14390;30590;2.1
85264;531;1194;19120;;;;;;;;;;;;;;;;;;;;;;;;
85265;392;941;19510;;;;;;;;;;;;;;;;;;;;;;;;
85266;614;1572;21020;;;;;;;;;;;;;;;;;;;;;;;;
85267;399;932;21070;;;;;;;;;;;;;;;;;;;;;;;;
85268;640;1498;20420;;;;;;;;;;;;;;;;;;;;;;;;
85269;177;394;20580;;;;;;;;;;;;;;;;;;;;;;;;
85271;175;425;19680;;;;;;;;;;;;;;;;;;;;;;;;
85273;754;1928;20990;;;;;;;;;;;;;;;;;;;;;;;;
85274;224;543;20310;;;;;;;;;;;;;;;;;;;;;;;;
85276;321;750;20470;;;;;;;;;;;;;;;;;;;;;;;;
85277;630;1552;21060;;;;;;;;;;;;;;;;;;;;;;;;
85278;846;1585;23700;;;;;;;;;;;;;;;;;;;;;;;;
85280;1399;3269;21100;53;8;;;;;;;;;65.7;55.6;3.4;6.7;33.4;10.5;4.1;2;1.4;0.7;-13.7;13770;33590;2.4
85281;428;1026;20970;;;;;;;;;;;;;;;;;;;;;;;;
85282;380;926;21250;;;;;;;;;;;;;;;;;;;;;;;;
85284;2033;4541;21970;55;9;;;;;;;6;;60.6;52;2.8;5.8;38.5;13.7;3.5;1.5;1.3;0.7;-16.3;13690;36120;2.6
85285;283;732;20910;;;;;;;;;;;;;;;;;;;;;;;;
85286;228;537;19280;;;;;;;;;;;;;;;;;;;;;;;;
85287;188;469;21070;;;;;;;;;;;;;;;;;;;;;;;;
85288;3926;8646;23090;61;8;;;;;;;5;18;57.4;48.5;2.9;6;42.6;13.4;3.2;1.4;1.2;0.6;-16.6;14050;38710;2.8
85289;542;1316;19630;;;;;;;;;;;;;;;;;;;;;;;;
85290;232;546;21960;;;;;;;;;;;;;;;;;;;;;;;;
85291;520;1267;20370;;;;;;;;;;;;;;;;;;;;;;;;
85292;293;715;20230;;;;;;;;;;;;;;;;;;;;;;;;
85293;635;1612;21500;;;;;;;;;;;;;;;;;;;;;;;;
85294;1826;3425;23460;60;11;;;;;;;;;43.4;33.1;3.1;7.2;56.7;15.5;2.8;0.7;1.4;0.7;-18.4;12920;39600;3.1
85295;1263;3254;21580;54;;;;;;;;;;78.7;72.9;1.9;3.9;22.6;8.4;4.5;2.7;1.2;0.6;-14.2;15020;32450;2.2
85296;492;1242;21050;;;;;;;;;;;;;;;;;;;;;;;;
85297;460;1015;20810;;;;;;;;;;;;;;;;;;;;;;;;
85298;756;1808;20750;;;;;;;;;;;;;;;;;;;;;;;;
85300;1864;4811;22700;58;6;;;;;;;;;76.3;69.7;2.5;4.1;26.6;8.8;4.1;2.3;1.2;0.6;-15.8;14510;34470;2.4
85301;687;1810;21550;;;;;;;;;;;;;;;;;;;;;;;;
85302;2252;5563;21680;51;5;;;;;;;;;73;65;2.4;5.6;27.8;8.5;4;2.2;1.2;0.6;-13.3;15390;31920;2.1
85303;770;1777;19840;;;;;;;;;;;;;;;;;;;;;;;;
85304;314;733;19130;;;;;;;;;;;;;;;;;;;;;;;;
85305;352;756;20570;;;;;;;;;;;;;;;;;;;;;;;;
85306;290;719;21200;;;;;;;;;;;;;;;;;;;;;;;;
85307;429;764;22790;;;;;;;;;;;;;;;;;;;;;;;;
86001;317;605;18320;;;;;;;;;;;;;;;;;;;;;;;;
86002;221;576;21190;;;;;;;;;;;;;;;;;;;;;;;;
86003;141;336;21330;;;;;;;;;;;;;;;;;;;;;;;;
86004;196;360;21060;;;;;;;;;;;;;;;;;;;;;;;;
86005;278;620;19880;;;;;;;;;;;;;;;;;;;;;;;;
86006;269;578;19510;;;;;;;;;;;;;;;;;;;;;;;;
86007;497;1186;23350;;;;;;;;;;;;;;;;;;;;;;;;
86008;162;346;20960;;;;;;;;;;;;;;;;;;;;;;;;
86009;492;1060;20380;;;;;;;;;;;;;;;;;;;;;;;;
86010;461;1142;22260;;;;;;;;;;;;;;;;;;;;;;;;
86011;87;179;16380;;;;;;;;;;;;;;;;;;;;;;;;
86012;61;130;20080;;;;;;;;;;;;;;;;;;;;;;;;
86013;52;98;18810;;;;;;;;;;;;;;;;;;;;;;;;
86014;720;1787;22850;;;;;;;;;;;;;;;;;;;;;;;;
86015;633;1203;19180;;;;;;;;;;;;;;;;;;;;;;;;
86016;872;2230;23470;63;;;;;;;;;;79.8;73.7;1.8;4.3;24.9;7.1;3.9;2.3;1.1;0.5;-15.7;15720;35510;2.3
86017;466;1114;20540;;;;;;;;;;;;;;;;;;;;;;;;
86018;138;312;20350;;;;;;;;;;;;;;;;;;;;;;;;
86019;1245;2992;21980;59;;;;;;;;;;73.3;67.7;3;2.6;27.9;9;4.5;2.1;1.7;0.7;-14.7;14320;32990;2.3
86020;102;230;21430;;;;;;;;;;;;;;;;;;;;;;;;
86022;116;245;21380;;;;;;;;;;;;;;;;;;;;;;;;
86023;127;270;18170;;;;;;;;;;;;;;;;;;;;;;;;
86024;582;1491;24310;;;;;;;;;;;;;;;;;;;;;;;;
86025;190;397;19120;;;;;;;;;;;;;;;;;;;;;;;;
86026;208;487;20110;;;;;;;;;;;;;;;;;;;;;;;;
86027;746;1751;23590;;;;;;;;;;;;;;;;;;;;;;;;
86028;462;1090;24260;;;;;;;;;;;;;;;;;;;;;;;;
86029;353;825;19220;;;;;;;;;;;;;;;;;;;;;;;;
86031;761;1757;23230;;;;;;;;;;;;;;;;;;;;;;;;
86032;892;2106;22630;56;11;;;;;;;;;72.1;64.9;2.3;4.9;30;8.7;5.1;2.3;1.8;1;-15.9;12550;36230;2.9
86034;265;574;19750;;;;;;;;;;;;;;;;;;;;;;;;
86035;85;180;18010;;;;;;;;;;;;;;;;;;;;;;;;
86036;350;881;19310;;;;;;;;;;;;;;;;;;;;;;;;
86037;210;396;17340;;;;;;;;;;;;;;;;;;;;;;;;
86038;98;228;20400;;;;;;;;;;;;;;;;;;;;;;;;
86039;319;739;18850;;;;;;;;;;;;;;;;;;;;;;;;
86040;155;299;19010;;;;;;;;;;;;;;;;;;;;;;;;
86041;4793;9856;22580;62;14;26;22;18;14;;;5;29;64.4;58.6;2.4;3.4;37.9;8.9;5.9;2;2.5;1.4;-17.1;11820;39410;3.3
86042;425;910;20250;;;;;;;;;;;;;;;;;;;;;;;;
86044;251;539;20510;;;;;;;;;;;;;;;;;;;;;;;;
86045;538;1346;21690;;;;;;;;;;;;;;;;;;;;;;;;
86046;806;1687;22690;;;;;;;;;;;;;;;;;;;;;;;;
86047;203;504;21390;;;;;;;;;;;;;;;;;;;;;;;;
86048;439;1229;22060;;;;;;;;;;;;;;;;;;;;;;;;
86049;219;492;21610;;;;;;;;;;;;;;;;;;;;;;;;
86050;327;794;20410;;;;;;;;;;;;;;;;;;;;;;;;
86051;92;230;20500;;;;;;;;;;;;;;;;;;;;;;;;
86052;395;960;19290;;;;;;;;;;;;;;;;;;;;;;;;
86053;754;1941;21530;;;;;;;;;;;;;;;;;;;;;;;;
86054;164;353;19990;;;;;;;;;;;;;;;;;;;;;;;;
86055;154;322;18010;;;;;;;;;;;;;;;;;;;;;;;;
86058;288;753;23000;;;;;;;;;;;;;;;;;;;;;;;;
86059;213;508;18640;;;;;;;;;;;;;;;;;;;;;;;;
86061;551;1062;19350;;;;;;;;;;;;;;;;;;;;;;;;
86062;1890;3973;21780;57;11;;;;;;;;21;71.4;65.9;3;2.5;28.9;9.1;5.6;1.9;2.4;1.3;-15;13060;34010;2.6
86063;123;224;16390;;;;;;;;;;;;;;;;;;;;;;;;
86064;248;544;19190;;;;;;;;;;;;;;;;;;;;;;;;
86065;411;1049;22200;;;;;;;;;;;;;;;;;;;;;;;;
86066;15063;30274;19430;48;22;39;32;27;23;12;9;7;41;57.3;50.3;2.8;4.2;39.1;9.1;9.4;2.6;4.6;2.2;-14.9;10010;33560;3.4
86068;559;1120;18920;;;;;;;;;;;;;;;;;;;;;;;;
86069;89;172;20110;;;;;;;;;;;;;;;;;;;;;;;;
86070;3252;6677;21100;50;13;;;;;;;6;27;64.4;57.9;2.3;4.2;36.1;8.9;5.6;1.8;2.5;1.3;-15;12190;35450;2.9
86072;191;452;20030;;;;;;;;;;;;;;;;;;;;;;;;
86073;216;501;19380;;;;;;;;;;;;;;;;;;;;;;;;
86074;382;916;21170;;;;;;;;;;;;;;;;;;;;;;;;
86075;317;766;20210;;;;;;;;;;;;;;;;;;;;;;;;
86076;1119;2885;24440;67;;;;;;;;;;80.2;70.1;2;8.1;25.7;8.1;3.5;1.8;1.2;0.5;-17.5;15970;38080;2.4
86077;464;1074;20650;;;;;;;;;;;;;;;;;;;;;;;;
86078;1217;2209;19160;42;17;;;;;;;;36;46.9;40.6;2.2;4.1;49.5;9.2;7.3;1.6;3.7;2;-12.9;11120;31840;2.9
86079;240;544;20170;;;;;;;;;;;;;;;;;;;;;;;;
86080;200;482;20920;;;;;;;;;;;;;;;;;;;;;;;;
86081;561;1373;23120;;;;;;;;;;;;;;;;;;;;;;;;
86082;1941;4360;20240;44;14;;;;;;;9;30;64.3;55.2;2.6;6.5;33.5;9.3;6.1;2.4;2.5;1.2;-13.2;12130;32080;2.6
86083;475;1133;21420;;;;;;;;;;;;;;;;;;;;;;;;
86084;119;221;17560;;;;;;;;;;;;;;;;;;;;;;;;
86085;120;255;19840;;;;;;;;;;;;;;;;;;;;;;;;
86086;410;923;20650;;;;;;;;;;;;;;;;;;;;;;;;
86087;83;189;17980;;;;;;;;;;;;;;;;;;;;;;;;
86088;397;917;24820;;;;;;;;;;;;;;;;;;;;;;;;
86089;157;376;19950;;;;;;;;;;;;;;;;;;;;;;;;
86090;85;181;19000;;;;;;;;;;;;;;;;;;;;;;;;
86091;181;397;19250;;;;;;;;;;;;;;;;;;;;;;;;
86092;1362;2960;20520;51;10;;;;;;;;;64.5;57.5;2.9;4.1;36.4;6.9;5.4;1.9;2.5;1;-13.2;13130;30810;2.3
86093;75;162;18940;;;;;;;;;;;;;;;;;;;;;;;;
86094;215;558;22410;;;;;;;;;;;;;;;;;;;;;;;;
86095;1289;3136;22280;61;8;;;;;;;;;73.1;68.3;2.8;2;26.7;10.7;4.5;2.2;1.6;0.7;-15;14090;34280;2.4
86096;277;673;20260;;;;;;;;;;;;;;;;;;;;;;;;
86097;137;320;18840;;;;;;;;;;;;;;;;;;;;;;;;
86098;63;150;20850;;;;;;;;;;;;;;;;;;;;;;;;
86099;457;1078;20950;;;;;;;;;;;;;;;;;;;;;;;;
86100;1583;3902;24240;67;6;;;;;;;;;71.3;65.7;1.6;4;34.8;8.2;3.4;1.7;1.2;0.5;-17.7;15080;40540;2.7
86102;228;588;23630;;;;;;;;;;;;;;;;;;;;;;;;
86103;818;1610;20170;;;;;;;;;;;;;;;;;;;;;;;;
86104;230;487;18750;;;;;;;;;;;;;;;;;;;;;;;;
86105;152;364;21520;;;;;;;;;;;;;;;;;;;;;;;;
86106;;;;;;;;;;;;;;;;;;;;;;;;;;;
86107;223;442;20000;;;;;;;;;;;;;;;;;;;;;;;;
86108;179;385;19500;;;;;;;;;;;;;;;;;;;;;;;;
86109;116;231;18350;;;;;;;;;;;;;;;;;;;;;;;;
86110;99;218;19780;;;;;;;;;;;;;;;;;;;;;;;;
86111;751;1754;21420;;;;;;;;;;;;;;;;;;;;;;;;
86112;577;1046;18980;;;;;;;;;;;;;;;;;;;;;;;;
86113;1216;2832;23010;62;;;;;;;;;;72.6;66.3;2.1;4.2;31.4;8.1;4.1;1.8;1.7;0.6;-16.2;15330;35520;2.3
86114;477;1260;23160;;;;;;;;;;;;;;;;;;;;;;;;
86115;3117;7130;22200;59;10;;14;;;;;5;21;73.6;67;2.5;4.1;26.4;10.6;5;2;2;1;-15.6;13350;35110;2.6
86116;342;794;22110;;;;;;;;;;;;;;;;;;;;;;;;
86117;223;521;19680;;;;;;;;;;;;;;;;;;;;;;;;
86118;162;341;20280;;;;;;;;;;;;;;;;;;;;;;;;
86119;148;307;19740;;;;;;;;;;;;;;;;;;;;;;;;
86120;577;1179;18870;;;;;;;;;;;;;;;;;;;;;;;;
86121;604;1379;20630;;;;;;;;;;;;;;;;;;;;;;;;
86122;;;;;;;;;;;;;;;;;;;;;;;;;;;
86123;1255;3034;20330;47;12;;;;;;;9;;75.5;66.3;3;6.2;24.9;7.9;5.5;2.7;1.9;0.9;-13.8;12630;30740;2.4
86124;493;1224;23520;;;;;;;;;;;;;;;;;;;;;;;;
86125;240;552;21940;;;;;;;;;;;;;;;;;;;;;;;;
86126;272;675;18700;;;;;;;;;;;;;;;;;;;;;;;;
86127;188;478;21370;;;;;;;;;;;;;;;;;;;;;;;;
86128;1105;2350;19270;42;16;;;;;;;;34;60.5;55.3;2.4;2.8;37;7.4;7.3;2.5;3.2;1.6;-12.2;11650;30740;2.6
86129;231;493;21200;;;;;;;;;;;;;;;;;;;;;;;;
86130;167;348;20820;;;;;;;;;;;;;;;;;;;;;;;;
86131;363;829;21490;;;;;;;;;;;;;;;;;;;;;;;;
86132;139;273;18830;;;;;;;;;;;;;;;;;;;;;;;;
86133;1385;3292;24410;66;;;;;;;;;;72.3;64.9;2.2;5.2;33.6;9.3;3.1;1.6;1.1;0.4;-18.3;14970;40030;2.7
86134;96;211;18570;;;;;;;;;;;;;;;;;;;;;;;;
86135;241;611;23230;;;;;;;;;;;;;;;;;;;;;;;;
86136;187;387;20040;;;;;;;;;;;;;;;;;;;;;;;;
86137;3181;6257;19270;43;17;;26;21;17;;;8;34;56.4;47.2;2.6;6.6;41.8;7.9;7.1;2;3.4;1.7;-13.2;11400;30740;2.7
86138;110;198;17840;;;;;;;;;;;;;;;;;;;;;;;;
86139;1134;2391;20830;49;10;;;;;;;;;62.6;56.2;2.5;3.9;36.4;9;5.7;2.1;2.4;1.2;-13.7;12990;32560;2.5
86140;1066;2205;20010;44;14;;;;;;;;;58.7;51.8;2.3;4.6;41;7.4;5.8;1.9;2.6;1.3;-12.9;11930;33480;2.8
86141;280;683;21360;;;;;;;;;;;;;;;;;;;;;;;;
86142;229;620;19920;;;;;;;;;;;;;;;;;;;;;;;;
86143;79;155;20740;;;;;;;;;;;;;;;;;;;;;;;;
86144;139;329;21860;;;;;;;;;;;;;;;;;;;;;;;;
86145;415;1059;22150;;;;;;;;;;;;;;;;;;;;;;;;
86147;249;588;20280;;;;;;;;;;;;;;;;;;;;;;;;
86148;282;675;21430;;;;;;;;;;;;;;;;;;;;;;;;
86149;177;364;19450;;;;;;;;;;;;;;;;;;;;;;;;
86150;117;278;19910;;;;;;;;;;;;;;;;;;;;;;;;
86151;81;198;17730;;;;;;;;;;;;;;;;;;;;;;;;
86152;282;558;19820;;;;;;;;;;;;;;;;;;;;;;;;
86153;361;820;20480;;;;;;;;;;;;;;;;;;;;;;;;
86154;116;238;20600;;;;;;;;;;;;;;;;;;;;;;;;
86156;91;243;20260;;;;;;;;;;;;;;;;;;;;;;;;
86157;1962;4648;26450;70;6;;;;;;;;;76;68.2;2;5.8;29.1;12.3;3.4;1.6;1.1;0.7;-20.8;14930;45790;3.1
86158;2553;6051;23630;65;8;;;;;;;;24;74.5;67.5;1.9;5.1;29.4;8.8;4.4;1.9;1.6;0.9;-17.1;14220;39500;2.8
86159;239;474;19530;;;;;;;;;;;;;;;;;;;;;;;;
86160;945;2052;19060;44;20;;;;;;;;39;66.3;56.8;2.8;6.7;31.2;7.4;8.9;2.7;4.2;2;-13.8;10710;30720;2.9
86161;422;896;19180;;;;;;;;;;;;;;;;;;;;;;;;
86162;52;106;21970;;;;;;;;;;;;;;;;;;;;;;;;
86163;1473;3735;25700;73;6;;;;;;;;;75.3;68.9;2;4.4;27.8;12;3.5;1.7;1.2;0.6;-18.6;15300;41620;2.7
86164;282;686;21260;;;;;;;;;;;;;;;;;;;;;;;;
86165;2790;5304;20650;48;13;;;;;;;7;27;54.2;47.2;2;5;46.1;8.5;5.2;1.4;2.6;1.2;-14;12250;33110;2.7
86167;300;627;18350;;;;;;;;;;;;;;;;;;;;;;;;
86169;152;362;19050;;;;;;;;;;;;;;;;;;;;;;;;
86170;165;350;18900;;;;;;;;;;;;;;;;;;;;;;;;
86171;220;427;18730;;;;;;;;;;;;;;;;;;;;;;;;
86172;;;;;;;;;;;;;;;;;;;;;;;;;;;
86173;272;606;19820;;;;;;;;;;;;;;;;;;;;;;;;
86174;2581;5835;21990;58;10;;;;;;;5;25;67.7;62.4;2.4;2.9;34.6;6.9;5.2;2.2;2;1;-14.4;13130;31760;2.4
86175;141;299;19170;;;;;;;;;;;;;;;;;;;;;;;;
86176;52;98;21000;;;;;;;;;;;;;;;;;;;;;;;;
86177;2380;5223;22090;56;9;;;;;;;;20;72.2;64.5;2.6;5.1;29.4;8.2;5.4;2;2.3;1.1;-15.2;13480;35210;2.6
86178;1011;2526;23230;62;;;;;;;;;;79.6;74.2;1.7;3.7;25.8;6.4;3.9;2.1;1.2;0.6;-15.7;15230;34760;2.3
86180;1155;2867;25860;72;;;;;;;;;;76.8;68.3;1.3;7.2;31.3;7.1;2.8;1.5;0.9;0.4;-18;16520;40610;2.5
86181;97;209;20250;;;;;;;;;;;;;;;;;;;;;;;;
86182;167;395;20430;;;;;;;;;;;;;;;;;;;;;;;;
86183;709;1640;20520;;;;;;;;;;;;;;;;;;;;;;;;
86184;374;937;20470;;;;;;;;;;;;;;;;;;;;;;;;
86186;400;948;22310;;;;;;;;;;;;;;;;;;;;;;;;
86187;189;460;19070;;;;;;;;;;;;;;;;;;;;;;;;
86189;158;322;17850;;;;;;;;;;;;;;;;;;;;;;;;
86190;347;726;19060;;;;;;;;;;;;;;;;;;;;;;;;
86191;115;251;21080;;;;;;;;;;;;;;;;;;;;;;;;
86192;67;154;18380;;;;;;;;;;;;;;;;;;;;;;;;
86193;510;1093;19960;;;;;;;;;;;;;;;;;;;;;;;;
86194;36958;70346;19300;49;25;43;30;28;22;14;8;5;40;69.6;61.5;3.3;4.8;28.9;7.8;10.3;2.6;4.7;3;-16.6;9350;36280;3.9
86195;252;561;20200;;;;;;;;;;;;;;;;;;;;;;;;
86196;96;228;20000;;;;;;;;;;;;;;;;;;;;;;;;
86197;187;396;19750;;;;;;;;;;;;;;;;;;;;;;;;
86198;259;706;22810;;;;;;;;;;;;;;;;;;;;;;;;
86200;249;508;18690;;;;;;;;;;;;;;;;;;;;;;;;
86201;101;220;19130;;;;;;;;;;;;;;;;;;;;;;;;
86202;223;507;19090;;;;;;;;;;;;;;;;;;;;;;;;
86203;243;470;19040;;;;;;;;;;;;;;;;;;;;;;;;
86204;827;2115;24490;72;;;;;;;;;;75.2;67.5;2.7;5;27.2;12.3;2.9;1.6;0.9;0.4;-17.6;16460;38630;2.3
86205;83;182;19520;;;;;;;;;;;;;;;;;;;;;;;;
86206;57;139;17090;;;;;;;;;;;;;;;;;;;;;;;;
86207;753;1480;20980;;;;;;;;;;;;;;;;;;;;;;;;
86209;872;2083;22830;61;;;;;;;;;;74.2;67.6;2.1;4.5;28.7;9.3;4;2.1;1.3;0.6;-16.2;14460;34440;2.4
86210;320;753;19650;;;;;;;;;;;;;;;;;;;;;;;;
86211;376;788;17870;;;;;;;;;;;;;;;;;;;;;;;;
86213;1060;2401;20430;46;12;;;;;;;;;68.7;62.3;2.3;4.1;30.9;7.7;5.8;2.6;2.1;1.1;-13.1;12820;31310;2.4
86214;3278;6962;24900;65;10;;;;;;;;24;67.1;59.2;1.9;6;35;13.7;4.1;1.4;1.7;1;-19.9;13220;45360;3.4
86217;132;302;19540;;;;;;;;;;;;;;;;;;;;;;;;
86218;82;184;17470;;;;;;;;;;;;;;;;;;;;;;;;
86220;134;304;21060;;;;;;;;;;;;;;;;;;;;;;;;
86221;495;1172;21040;;;;;;;;;;;;;;;;;;;;;;;;
86222;1746;4189;23460;61;7;;;;;;;;;78;72;2.3;3.7;26.9;7.6;4;1.9;1.4;0.7;-16.5;14160;36800;2.6
86223;464;917;19720;;;;;;;;;;;;;;;;;;;;;;;;
86224;574;1306;20750;;;;;;;;;;;;;;;;;;;;;;;;
86225;573;1229;18410;;;;;;;;;;;;;;;;;;;;;;;;
86226;1194;2816;23320;63;;;;;;;;;;74.3;68.1;2.1;4.1;29.4;8.5;4.1;2;1.5;0.6;-16.3;15440;35890;2.3
86227;55;134;19770;;;;;;;;;;;;;;;;;;;;;;;;
86228;74;191;20270;;;;;;;;;;;;;;;;;;;;;;;;
86229;172;366;19000;;;;;;;;;;;;;;;;;;;;;;;;
86230;78;169;19690;;;;;;;;;;;;;;;;;;;;;;;;
86231;226;499;20130;;;;;;;;;;;;;;;;;;;;;;;;
86233;1203;2709;21920;54;9;;;;;;;;;74;68.5;2.4;3.1;28.8;6.7;4.4;2;1.7;0.7;-13.9;13860;33430;2.4
86234;190;361;18420;;;;;;;;;;;;;;;;;;;;;;;;
86235;521;1265;21270;;;;;;;;;;;;;;;;;;;;;;;;
86236;368;776;19460;;;;;;;;;;;;;;;;;;;;;;;;
